,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,geocode,latitude,longitude
4760,4761,CA-2015-121573,03/11/2015,07/11/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",7.856,"City of New York, New York, United States",40.7127281,-74.0060152
4761,4762,CA-2017-117660,30/12/2017,04/01/2018,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,5.904,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
4762,4763,CA-2017-117660,30/12/2017,04/01/2018,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,13.712,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
4763,4764,CA-2015-112851,17/09/2015,21/09/2015,Standard Class,NR-18550,Nick Radford,Consumer,United States,Chula Vista,California,91911,West,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94,"Chula Vista, San Diego County, California, United States",32.6400541,-117.0841955
4764,4765,CA-2018-123701,24/11/2018,27/11/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,27.76,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
4765,4766,CA-2016-118227,24/04/2016,28/04/2016,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,"City of New York, New York, United States",40.7127281,-74.0060152
4766,4767,CA-2016-123155,09/03/2016,12/03/2016,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,"San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
4767,4768,CA-2016-123155,09/03/2016,12/03/2016,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88,"San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
4768,4769,CA-2018-158883,02/06/2018,03/06/2018,Same Day,CS-11860,Cari Schnelling,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,25.344,"Jacksonville, Duval County, Florida, United States",30.3321838,-81.655651
4769,4770,US-2017-114888,19/09/2017,24/09/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94109,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
4770,4771,US-2017-114888,19/09/2017,24/09/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94109,West,OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6.24,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
4771,4772,US-2015-167262,31/10/2015,03/11/2015,Second Class,AC-10450,Amy Cox,Consumer,United States,Avondale,Arizona,85323,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,"Avondale, Maricopa County, Arizona, United States",33.4355977,-112.349602
4772,4773,CA-2018-119746,23/11/2018,27/11/2018,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,6.464,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
4773,4774,CA-2018-119746,23/11/2018,27/11/2018,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
4774,4775,CA-2018-119746,23/11/2018,27/11/2018,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
4775,4776,CA-2018-108091,16/11/2018,21/11/2018,Standard Class,EK-13795,Eileen Kiefer,Home Office,United States,Escondido,California,92025,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,23.36,"Escondido, San Diego County, California, United States",33.1216751,-117.0814849
4776,4777,CA-2017-101630,19/02/2017,23/02/2017,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,8.67,"Long Beach, Los Angeles County, CAL Fire Southern Region, California, United States",33.7690164,-118.191604
4777,4778,CA-2017-101630,19/02/2017,23/02/2017,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,"Long Beach, Los Angeles County, CAL Fire Southern Region, California, United States",33.7690164,-118.191604
4778,4779,CA-2018-132346,07/11/2018,11/11/2018,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Newark,Delaware,19711,East,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,100.94,"Newark, Essex County, New Jersey, United States",40.735657,-74.1723667
4779,4780,CA-2015-150301,08/07/2015,10/07/2015,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.882,"Buffalo, Erie County, New York, United States",42.8867166,-78.8783922
4780,4781,CA-2015-159310,07/11/2015,12/11/2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
4781,4782,CA-2015-159310,07/11/2015,12/11/2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.476,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
4782,4783,CA-2015-159310,07/11/2015,12/11/2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,40.712,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
4783,4784,US-2018-147984,28/01/2018,01/02/2018,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Wichita,Kansas,67212,Central,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,279.9,"Wichita, Sedgwick County, Kansas, United States",37.6922361,-97.3375448
4784,4785,CA-2016-104346,11/12/2016,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10001473,Office Supplies,Art,Newell 313,13.12,"Colorado Springs, El Paso County, Colorado, 80903, United States",38.8339578,-104.825348
4785,4786,CA-2016-104346,11/12/2016,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.576,"Colorado Springs, El Paso County, Colorado, 80903, United States",38.8339578,-104.825348
4786,4787,CA-2016-104346,11/12/2016,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,4.224,"Colorado Springs, El Paso County, Colorado, 80903, United States",38.8339578,-104.825348
4787,4788,CA-2016-104346,11/12/2016,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,58.08,"Colorado Springs, El Paso County, Colorado, 80903, United States",38.8339578,-104.825348
4788,4789,CA-2016-104346,11/12/2016,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.416,"Colorado Springs, El Paso County, Colorado, 80903, United States",38.8339578,-104.825348
4789,4790,CA-2016-104346,11/12/2016,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,"Colorado Springs, El Paso County, Colorado, 80903, United States",38.8339578,-104.825348
4790,4791,CA-2016-104346,11/12/2016,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,364.95,"Colorado Springs, El Paso County, Colorado, 80903, United States",38.8339578,-104.825348
4791,4792,CA-2016-104346,11/12/2016,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 1932,85.056,"Colorado Springs, El Paso County, Colorado, 80903, United States",38.8339578,-104.825348
4792,4793,CA-2016-104346,11/12/2016,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,27.696,"Colorado Springs, El Paso County, Colorado, 80903, United States",38.8339578,-104.825348
4793,4794,US-2016-141684,29/06/2016,04/07/2016,Standard Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",24.96,"City of New York, New York, United States",40.7127281,-74.0060152
4794,4795,CA-2016-144722,16/03/2016,23/03/2016,Standard Class,MF-18250,Monica Federle,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
4795,4796,CA-2016-120516,13/08/2016,17/08/2016,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Marietta,Georgia,30062,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,"Marietta, Cobb County, Georgia, United States",33.9528472,-84.5496148
4796,4797,US-2017-148901,14/05/2017,19/05/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57.582,"Jacksonville, Duval County, Florida, United States",30.3321838,-81.655651
4797,4798,US-2017-148901,14/05/2017,19/05/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,31.104,"Jacksonville, Duval County, Florida, United States",30.3321838,-81.655651
4798,4799,US-2017-148901,14/05/2017,19/05/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,"Jacksonville, Duval County, Florida, United States",30.3321838,-81.655651
4799,4800,US-2017-148901,14/05/2017,19/05/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,"Jacksonville, Duval County, Florida, United States",30.3321838,-81.655651
4800,4801,US-2017-148901,14/05/2017,19/05/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,4.768,"Jacksonville, Duval County, Florida, United States",30.3321838,-81.655651
4801,4802,US-2017-148901,14/05/2017,19/05/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38,"Jacksonville, Duval County, Florida, United States",30.3321838,-81.655651
4802,4803,US-2017-148901,14/05/2017,19/05/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.392,"Jacksonville, Duval County, Florida, United States",30.3321838,-81.655651
4803,4804,CA-2018-136364,13/07/2018,17/07/2018,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,39.594,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
4804,4805,CA-2018-136364,13/07/2018,17/07/2018,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,91.008,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
4805,4806,CA-2016-137708,22/11/2016,25/11/2016,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,37.94,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
4806,4807,CA-2016-137708,22/11/2016,25/11/2016,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,42.8,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
4807,4808,CA-2016-137708,22/11/2016,25/11/2016,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008,West,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
4808,4809,CA-2015-149055,23/11/2015,28/11/2015,Standard Class,PB-19210,Phillip Breyer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,62.808,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
4809,4810,CA-2016-151589,27/12/2016,30/12/2016,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,54703,Central,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,195.64,"Eau Claire, Eau Claire County, Wisconsin, United States",44.811349,-91.4984941
4810,4811,CA-2016-151589,27/12/2016,30/12/2016,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,54703,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,239.9,"Eau Claire, Eau Claire County, Wisconsin, United States",44.811349,-91.4984941
4811,4812,CA-2017-121370,14/11/2017,19/11/2017,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,380.058,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
4812,4813,CA-2017-121370,14/11/2017,19/11/2017,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
4813,4814,CA-2017-121370,14/11/2017,19/11/2017,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.576,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
4814,4815,CA-2017-111696,08/05/2017,10/05/2017,First Class,TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,17.94,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
4815,4816,CA-2015-139598,26/12/2015,31/12/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.264,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
4816,4817,CA-2015-139598,26/12/2015,31/12/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.656,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
4817,4818,CA-2015-139598,26/12/2015,31/12/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.552,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
4818,4819,CA-2015-139598,26/12/2015,31/12/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.136,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
4819,4820,CA-2018-117436,08/06/2018,14/06/2018,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360,East,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,10.36,"Norwich, Norfolk, England, United Kingdom",52.6285694,1.2923049
4820,4821,CA-2016-140025,07/04/2016,11/04/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.248,"San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
4821,4822,CA-2016-140025,07/04/2016,11/04/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.952,"San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
4822,4823,CA-2017-134222,10/07/2017,11/07/2017,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,85364,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,"Yuma, Yuma County, Arizona, United States",32.665135,-114.47603157249804
4823,4824,CA-2017-140018,21/11/2017,26/11/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,TEC-MA-10000752,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30.345,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
4824,4825,CA-2017-140018,21/11/2017,26/11/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",127.554,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
4825,4826,CA-2017-140018,21/11/2017,26/11/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
4826,4827,US-2018-136707,12/11/2018,15/11/2018,First Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,14.016,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
4827,4828,CA-2015-152562,01/11/2015,08/11/2015,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,"Richmond, Virginia, United States",37.5385087,-77.43428
4828,4829,CA-2015-152562,01/11/2015,08/11/2015,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,"Richmond, Virginia, United States",37.5385087,-77.43428
4829,4830,CA-2017-152408,15/05/2017,21/05/2017,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776,"City of New York, New York, United States",40.7127281,-74.0060152
4830,4831,CA-2015-120278,07/11/2015,12/11/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,"Wausau, Marathon County, Wisconsin, United States",44.9596017,-89.6298239
4831,4832,CA-2015-120278,07/11/2015,12/11/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,"Wausau, Marathon County, Wisconsin, United States",44.9596017,-89.6298239
4832,4833,CA-2015-120278,07/11/2015,12/11/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,"Wausau, Marathon County, Wisconsin, United States",44.9596017,-89.6298239
4833,4834,CA-2015-120278,07/11/2015,12/11/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,"Wausau, Marathon County, Wisconsin, United States",44.9596017,-89.6298239
4834,4835,CA-2018-167661,05/10/2018,10/10/2018,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
4835,4836,CA-2018-167661,05/10/2018,10/10/2018,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,61.96,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
4836,4837,CA-2018-167661,05/10/2018,10/10/2018,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.936,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
4837,4838,CA-2018-106831,01/06/2018,03/06/2018,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,"Dublin, Dublin 1, Leinster, Éire / Ireland",53.3498006,-6.2602964
4838,4839,CA-2018-106831,01/06/2018,03/06/2018,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,27.744,"Dublin, Dublin 1, Leinster, Éire / Ireland",53.3498006,-6.2602964
4839,4840,CA-2018-106831,01/06/2018,03/06/2018,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,158.376,"Dublin, Dublin 1, Leinster, Éire / Ireland",53.3498006,-6.2602964
4840,4841,CA-2018-154123,20/11/2018,25/11/2018,Standard Class,SC-20050,Sample Company A,Home Office,United States,Henderson,Kentucky,42420,South,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,27.58,"Henderson County, Texas, United States",32.182598,-95.7893178
4841,4842,CA-2017-136049,23/12/2017,28/12/2017,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",5.553,"Bowling Green, Warren County, Kentucky, 42101, United States",36.9903199,-86.4436018
4842,4843,CA-2018-118402,29/09/2018,04/10/2018,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,243.92,"Memphis, Shelby County, West Tennessee, Tennessee, United States",35.1335022,-89.9668758
4843,4844,US-2017-139388,07/11/2017,09/11/2017,First Class,CC-12475,Cindy Chapman,Consumer,United States,Lakewood,New Jersey,8701,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,14.96,"Lakewood, Jefferson County, Colorado, United States",39.7085736,-105.0846694
4844,4845,US-2015-128685,04/04/2015,05/04/2015,First Class,MZ-17515,Mary Zewe,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
4845,4846,CA-2016-124044,23/07/2016,26/07/2016,Second Class,MS-17830,Melanie Seite,Consumer,United States,Rochester,New York,14609,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,10.512,"City of Rochester, Monroe County, New York, United States",43.157285,-77.615214
4846,4847,CA-2015-164469,25/06/2015,27/06/2015,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,TEC-PH-10002115,Technology,Phones,Plantronics 81402,263.96,"Salem, Marion County, Oregon, United States",44.9391565,-123.033121
4847,4848,CA-2015-164469,25/06/2015,27/06/2015,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,"Salem, Marion County, Oregon, United States",44.9391565,-123.033121
4848,4849,CA-2015-164469,25/06/2015,27/06/2015,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,"Salem, Marion County, Oregon, United States",44.9391565,-123.033121
4849,4850,CA-2015-107818,08/09/2015,14/09/2015,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,5.88,"Pasco County, Florida, United States",28.2996183,-82.4522702
